noa.txt,1715027991,60.384529,5.339631,6,11.2,4.13,22831
noa.txt,1715028377,60.384457,5.339581,7,11.2,4.12,22723
noa.txt,1715028769,60.384594,5.339238,7,11.2,4.13,27553
noa.txt,1715029153,60.384472,5.339538,7,11.2,4.13,20102
noa.txt,1715029533,60.384556,5.339268,7,11.2,4.12,16280
noa.txt,1715029917,60.384487,5.339524,7,11.2,4.11,20184
noa.txt,1715030297,60.384529,5.339350,6,11.2,4.13,16185
noa.txt,1715030676,60.384422,5.339842,6,11.2,4.12,15390
noa.txt,1715031550,60.384480,5.339499,9,11.2,4.10,15859
noa.txt,1715031929,60.384441,5.339552,8,11.2,4.12,15632
noa.txt,1715032308,60.384716,5.339425,7,11.2,4.10,14814
noa.txt,1715032686,60.384666,5.339166,6,11.2,4.12,14391
noa.txt,1715033065,60.384441,5.339301,6,11.3,4.12,15072
noa.txt,1715033445,60.384441,5.339467,5,11.3,4.10,15636
noa.txt,1715033825,60.384472,5.339532,6,11.2,4.12,16268
noa.txt,1715034206,60.384506,5.339455,7,11.2,4.12,16947
noa.txt,1715034586,60.384449,5.339350,6,11.6,4.12,16475
noa.txt,1715034965,60.384441,5.339546,7,11.6,4.11,14906
noa.txt,1715035344,60.384350,5.339550,6,11.6,4.12,15443
noa.txt,1715035726,60.384472,5.339573,8,11.6,4.12,17905
noa.txt,1715036104,60.384407,5.339415,5,11.6,4.12,14087
noa.txt,1715036495,60.384422,5.339349,5,11.6,4.12,27641
noa.txt,1715036881,60.384594,5.339543,7,11.6,4.12,21736
noa.txt,1715037265,60.384335,5.339856,6,11.6,4.12,20202
noa.txt,1715037649,60.384422,5.339602,6,11.5,4.10,20259
noa.txt,1715038027,60.384422,5.339662,6,11.5,4.12,14289
noa.txt,1715038406,60.384472,5.339478,7,11.3,4.12,15069
noa.txt,1715038785,60.384487,5.339638,7,11.4,4.11,15255
noa.txt,1715039164,60.384480,5.339592,6,11.4,4.12,14562
noa.txt,1715039546,60.384415,5.339530,5,11.2,4.11,18302
noa.txt,1715039932,60.384357,5.339671,7,11.2,4.12,21787
noa.txt,1715040316,60.384586,5.339412,6,11.3,4.10,20005
noa.txt,1715040696,60.384594,5.339775,6,11.2,4.11,16408
noa.txt,1715041076,60.384521,5.339653,7,11.2,4.09,16951
noa.txt,1715041457,60.384529,5.339613,6,11.2,4.10,16011
noa.txt,1715041836,60.384487,5.339638,6,11.2,4.08,14956
noa.txt,1715042215,60.384544,5.339415,7,11.2,4.12,15036
noa.txt,1715042594,60.384579,5.339544,7,11.1,4.11,15277
noa.txt,1715042975,60.384521,5.339563,6,11.1,4.12,17236
noa.txt,1715043356,60.384350,5.339582,6,11.1,4.11,16654
noa.txt,1715043735,60.384384,5.339465,7,11.1,4.10,15249
noa.txt,1715044115,60.384480,5.339406,6,11.1,4.12,16211
noa.txt,1715044497,60.384651,5.339532,6,11.1,4.09,18175
noa.txt,1715045373,60.384487,5.339586,8,11.0,4.11,18872
noa.txt,1715045753,60.384487,5.339636,6,11.0,4.12,16100
noa.txt,1715046135,60.384422,5.339760,7,11.1,4.12,18063
noa.txt,1715046514,60.384415,5.339758,6,11.1,4.10,14878
noa.txt,1715046893,60.384521,5.339512,8,11.1,4.11,15339
noa.txt,1715047272,60.384472,5.339508,7,11.1,4.11,14880
noa.txt,1715047651,60.384487,5.339517,7,11.1,4.08,15003
noa.txt,1715049018,60.384441,5.339490,10,11.1,4.11,15675
noa.txt,1715049397,60.384480,5.339604,10,11.1,4.12,14996
noa.txt,1715049776,60.384449,5.339478,10,11.1,4.11,15109
noa.txt,1715050155,60.384544,5.339572,7,11.1,4.11,14839
noa.txt,1715050533,60.384506,5.339487,10,11.1,4.11,14391
noa.txt,1715050913,60.384415,5.339539,7,11.1,4.11,16156
noa.txt,1715051291,60.384472,5.339461,8,11.2,4.11,14389
noa.txt,1715051671,60.384480,5.339424,9,11.2,4.09,15686
noa.txt,1715052049,60.384441,5.339470,7,11.1,4.10,14594
noa.txt,1715052428,60.384415,5.339523,7,11.2,4.09,14995
noa.txt,1715052806,60.384472,5.339365,6,11.2,4.11,14893
noa.txt,1715053185,60.384441,5.339444,8,11.2,4.11,14696
noa.txt,1715053565,60.384521,5.339355,6,11.2,4.11,15832
noa.txt,1715053945,60.384521,5.339419,5,11.2,4.08,16209
noa.txt,1715054326,60.384422,5.339445,7,11.1,4.11,16890
noa.txt,1715054707,60.384529,5.339391,7,11.1,4.10,16943
noa.txt,1715055089,60.384586,5.339415,7,11.0,4.08,18453
noa.txt,1715055473,60.384701,5.339279,7,11.0,4.08,20173
noa.txt,1715055856,60.384514,5.339589,7,11.0,4.10,18498
noa.txt,1715056245,60.384415,5.339455,6,11.0,4.10,25202
noa.txt,1715056628,60.384487,5.339383,6,11.0,4.11,20071
noa.txt,1715057012,60.384457,5.339731,5,11.0,4.11,20246
noa.txt,1715057393,60.384506,5.339006,5,10.9,4.08,16174
noa.txt,1715057791,60.384506,5.339518,6,10.8,4.08,34260
noa.txt,1715058170,60.384514,5.339606,7,10.8,4.09,15127
noa.txt,1715058549,60.384457,5.339402,7,10.8,4.11,14834
noa.txt,1715058936,60.384472,5.339395,6,10.7,4.08,23565
noa.txt,1715059318,60.384457,5.339580,7,10.7,4.08,18030
noa.txt,1715059698,60.384472,5.339565,5,10.8,4.09,16126
noa.txt,1715060079,60.384514,5.339702,5,10.8,4.07,16925
noa.txt,1715060458,60.384472,5.339615,6,10.8,4.10,15180
noa.txt,1715060838,60.384480,5.339384,7,10.8,4.11,16139
noa.txt,1715061218,60.384472,5.339515,6,10.9,4.10,16734
noa.txt,1715061597,60.384415,5.339522,5,11.0,4.08,14896
noa.txt,1715061979,60.384579,5.339465,6,10.8,4.11,17686
noa.txt,1715062359,60.384609,5.339478,5,10.8,4.11,15770
noa.txt,1715062738,60.384586,5.339516,5,10.8,4.08,15558
noa.txt,1715063119,60.384701,5.339025,5,10.9,4.10,16890
noa.txt,1715063498,60.384586,5.339366,5,10.8,4.09,15415
noa.txt,1715063887,60.384621,5.339207,4,10.9,4.08,24801
noa.txt,1715064278,60.384529,5.339393,4,11.0,4.10,27361
noa.txt,1715064687,60.384563,5.339562,7,11.0,4.10,45222
noa.txt,1715065074,60.384521,5.339582,7,11.0,4.08,23267
noa.txt,1715065456,60.384586,5.339483,6,11.2,4.08,17745
noa.txt,1715065838,60.384449,5.339565,7,11.2,4.09,18359
noa.txt,1715066229,60.384441,5.339539,6,10.9,4.09,27202
noa.txt,1715066613,60.384415,5.339211,7,10.8,4.10,20893
noa.txt,1715066997,60.384441,5.339364,7,10.9,4.10,20197
noa.txt,1715067381,60.384277,5.338297,6,10.8,4.08,19511
noa.txt,1715067762,60.384449,5.340311,6,10.7,4.08,17964
noa.txt,1715068634,60.384529,5.339629,6,11.1,4.09,16293
noa.txt,1715069014,60.384487,5.339573,6,11.1,4.07,14291
noa.txt,1715069393,60.384407,5.339437,5,11.2,4.11,15303
noa.txt,1715069772,60.384449,5.339389,5,11.0,4.08,14899
noa.txt,1715070153,60.384472,5.339418,7,10.8,4.09,17899
noa.txt,1715070532,60.384449,5.339563,6,10.8,4.09,14921
noa.txt,1715070917,60.384357,5.339743,7,11.1,4.07,20838
noa.txt,1715071298,60.384422,5.339723,6,10.8,4.10,17639
noa.txt,1715071681,60.384457,5.339468,6,10.7,4.10,18986
noa.txt,1715072061,60.384506,5.339377,5,10.7,4.07,16478
noa.txt,1715072441,60.384529,5.339395,6,10.7,4.08,17076
noa.txt,1715072822,60.384480,5.339538,7,10.8,4.10,16511
noa.txt,1715073207,60.384319,5.339743,6,10.7,4.10,20534
noa.txt,1715073586,60.384472,5.339468,9,10.7,4.08,15880
noa.txt,1715073966,60.384300,5.339659,5,10.7,4.10,15490
noa.txt,1715074350,60.384563,5.339358,5,10.7,4.08,20180
noa.txt,1715074731,60.384487,5.339372,5,10.7,4.08,17660
noa.txt,1715075110,60.384415,5.340023,5,10.6,4.08,15085
noa.txt,1715075494,60.384415,5.339434,6,10.7,4.08,20479
noa.txt,1715075883,60.384422,5.339417,5,10.7,4.10,25458
noa.txt,1715076279,60.384457,5.339533,5,10.7,4.08,32465
noa.txt,1715076658,60.384521,5.339492,5,10.8,4.09,15344
noa.txt,1715077528,60.384544,5.339170,10,10.7,4.10,14501
noa.txt,1715077906,60.384472,5.339497,8,10.7,4.09,14796
noa.txt,1715078297,60.384457,5.339610,6,10.8,4.08,27300
noa.txt,1715078678,60.384472,5.339672,8,10.7,4.09,17235
noa.txt,1715079057,60.384521,5.339206,9,10.8,4.09,15023
noa.txt,1715079437,60.384529,5.339358,8,10.7,4.09,16582
noa.txt,1715079815,60.384544,5.339606,7,10.7,4.09,15097
noa.txt,1715080199,60.384521,5.339571,5,10.7,4.09,19320
noa.txt,1715080577,60.384514,5.339401,7,10.7,4.10,14492
noa.txt,1715080956,60.384480,5.339411,6,10.8,4.08,15423
noa.txt,1715081334,60.384586,5.339530,5,10.7,4.09,14691
noa.txt,1715081713,60.384457,5.339418,7,10.7,4.09,14982
noa.txt,1715082093,60.384487,5.339398,8,10.8,4.07,17263
noa.txt,1715082473,60.384556,5.339455,6,10.8,4.09,15907
noa.txt,1715082853,60.384544,5.339555,6,10.7,4.09,15674
noa.txt,1715083233,60.384514,5.339617,7,10.7,4.09,16363
noa.txt,1715083614,60.384563,5.339661,7,10.7,4.08,17492
noa.txt,1715084001,60.384579,5.339561,7,10.6,4.08,23116
noa.txt,1715084386,60.384407,5.339368,6,10.6,4.08,21488
noa.txt,1715084768,60.384621,5.339526,8,10.8,4.08,17851
noa.txt,1715085146,60.384415,5.339654,7,10.8,4.07,14490
noa.txt,1715085524,60.384441,5.339406,7,10.7,4.07,14289
noa.txt,1715085904,60.384457,5.339750,6,10.8,4.09,15797
noa.txt,1715086284,60.384350,5.339340,6,10.8,4.07,16383
noa.txt,1715086663,60.384506,5.339574,9,10.7,4.08,15083
noa.txt,1715087041,60.384521,5.339379,7,10.9,4.10,14590
noa.txt,1715087422,60.384487,5.339385,7,10.8,4.07,16739
noa.txt,1715087804,60.384529,5.339650,8,10.8,4.10,18158
noa.txt,1715088184,60.384342,5.339503,7,10.8,4.09,16540
noa.txt,1715088563,60.384621,5.339314,7,10.8,4.08,14869
noa.txt,1715088943,60.384472,5.339568,7,10.7,4.08,16540
noa.txt,1715089323,60.384506,5.339267,6,10.7,4.09,16253
noa.txt,1715089705,60.384415,5.339445,7,10.8,4.06,17977
noa.txt,1715090084,60.384506,5.339522,8,10.8,4.06,15097
noa.txt,1715090469,60.384277,5.339525,7,10.7,4.09,20691
noa.txt,1715090848,60.384563,5.339632,6,10.7,4.05,20926
noa.txt,1715091244,60.384441,5.339239,5,10.7,4.07,26437
noa.txt,1715091623,60.384300,5.339655,7,10.7,4.09,15014
noa.txt,1715092003,60.384441,5.339557,8,10.7,4.09,16256
noa.txt,1715092384,60.384480,5.339514,7,10.7,4.09,17064
noa.txt,1715092763,60.384350,5.339486,6,10.7,4.09,15556
noa.txt,1715093142,60.384472,5.339630,7,10.7,4.09,15254
noa.txt,1715093522,60.384579,5.339213,6,10.6,4.07,21160
noa.txt,1715093906,60.384556,5.339351,6,10.7,4.09,15126
noa.txt,1715094289,60.384441,5.339525,5,10.7,4.09,18620
noa.txt,1715094668,60.384335,5.340016,6,10.7,4.07,14940
noa.txt,1715095047,60.384392,5.339672,7,10.7,4.09,15272
noa.txt,1715095434,60.384506,5.339372,6,10.7,4.07,23395
noa.txt,1715095832,60.384357,5.339343,6,10.7,4.09,33951
noa.txt,1715096212,60.384521,5.339340,5,10.7,4.09,16607
noa.txt,1715096607,60.384357,5.339951,5,10.6,4.08,30996
noa.txt,1715097009,60.384556,5.339516,5,10.7,4.09,38024
noa.txt,1715097392,60.384319,5.339330,4,10.9,4.07,19351
noa.txt,1715097799,60.384457,5.339550,5,10.9,4.07,42591
noa.txt,1715098179,60.384514,5.339494,6,10.8,4.09,16163
noa.txt,1715098557,60.384407,5.339532,7,10.8,4.09,14392
noa.txt,1715098940,60.384487,5.339518,7,10.8,4.07,18928
noa.txt,1715099320,60.384449,5.339457,6,10.8,4.09,16275
noa.txt,1715099699,60.384480,5.339521,5,10.8,4.08,14948
noa.txt,1715100077,60.384521,5.339468,6,10.8,4.09,14591
noa.txt,1715100458,60.384506,5.339592,6,10.8,4.09,17354
noa.txt,1715100839,60.384441,5.339511,5,10.8,4.07,16430
noa.txt,1715101217,60.384480,5.339516,7,10.8,4.09,14292
noa.txt,1715101602,60.384441,5.339419,8,10.8,4.09,20793
noa.txt,1715101980,60.384441,5.339607,7,10.8,4.08,14290
noa.txt,1715102359,60.384392,5.339440,6,10.7,4.08,15197
noa.txt,1715102738,60.384487,5.339623,6,10.7,4.09,15635
noa.txt,1715103118,60.384506,5.339777,5,10.6,4.09,15569
noa.txt,1715103499,60.384384,5.339396,6,10.6,4.08,18642
noa.txt,1715103883,60.384285,5.339435,5,10.6,4.05,18980
noa.txt,1715104268,60.384407,5.339447,4,10.6,4.08,20931
noa.txt,1715104661,60.384472,5.339506,4,10.6,4.07,28890
noa.txt,1715105044,60.384487,5.339544,5,10.6,4.08,19385
noa.txt,1715105423,60.384441,5.339451,5,10.6,4.08,14992
noa.txt,1715105801,60.384487,5.339463,5,10.6,4.06,14588
noa.txt,1715106180,60.384521,5.339748,4,10.6,4.07,14994
noa.txt,1715106560,60.384392,5.339376,4,10.6,4.06,15931
noa.txt,1715106942,60.384457,5.339365,4,10.6,4.08,17710
noa.txt,1715107323,60.384506,5.339592,4,10.7,4.09,17412
noa.txt,1715107710,60.384506,5.339705,4,10.6,4.06,22522
noa.txt,1715108119,60.384472,5.339491,6,10.6,4.08,45239
noa.txt,1715108500,60.384506,5.339503,4,10.5,4.08,17319
noa.txt,1715108886,60.384357,5.339528,5,10.6,4.08,22099
noa.txt,1715109278,60.384300,5.339566,4,10.6,4.07,27605
noa.txt,1715109660,60.384377,5.339424,6,10.8,4.08,18083
noa.txt,1715110038,60.384449,5.339578,6,11.0,4.05,14590
noa.txt,1715110417,60.384487,5.339516,6,11.0,4.06,14887
noa.txt,1715110795,60.384441,5.339629,5,10.9,4.08,14896
noa.txt,1715111175,60.384487,5.339511,5,10.9,4.08,14972
noa.txt,1715112048,60.384823,5.339468,5,10.8,4.06,15120
noa.txt,1715112426,60.384357,5.339446,7,10.8,4.08,15098
noa.txt,1715112806,60.384441,5.339427,8,10.8,4.08,15433
noa.txt,1715113185,60.384579,5.339632,8,10.8,4.07,14707
noa.txt,1715113564,60.384407,5.339552,7,10.8,4.08,15032
noa.txt,1715113945,60.384651,5.339452,7,10.8,4.08,17441
noa.txt,1715114327,60.384350,5.339625,8,10.9,4.08,17294
noa.txt,1715114707,60.384441,5.339504,9,10.9,4.08,16310
noa.txt,1715115090,60.384480,5.339425,8,10.7,4.04,19392
noa.txt,1715115471,60.384563,5.339238,7,10.6,4.05,17124
noa.txt,1715115852,60.384422,5.339524,6,10.6,4.08,16431
noa.txt,1715116231,60.384457,5.339456,6,10.5,4.08,15078
noa.txt,1715116609,60.384628,5.339531,6,10.4,4.08,14994
noa.txt,1715116989,60.384586,5.339423,6,10.4,4.08,15175
noa.txt,1715117367,60.384335,5.339741,6,10.4,4.05,14594
noa.txt,1715117746,60.384472,5.339337,6,10.4,4.08,14693
noa.txt,1715118623,60.384506,5.339653,7,10.4,4.05,18938
noa.txt,1715119005,60.384235,5.339717,8,10.4,4.05,18253
noa.txt,1715119387,60.384529,5.339595,7,10.4,4.08,18039
noa.txt,1715119776,60.384521,5.339479,6,10.4,4.08,25061
noa.txt,1715120159,60.384480,5.339589,6,10.4,4.07,18799
noa.txt,1715120555,60.384487,5.339406,5,10.4,4.05,32189
noa.txt,1715120936,60.384415,5.339480,8,10.4,4.08,16863
noa.txt,1715121318,60.384514,5.339443,7,10.4,4.08,18042
noa.txt,1715121698,60.384701,5.339868,7,10.4,4.05,16231
noa.txt,1715122078,60.384659,5.339472,7,10.4,4.08,15240
noa.txt,1715122457,60.384487,5.339589,7,10.3,4.06,16310
noa.txt,1715122837,60.384758,5.339591,6,10.3,4.08,14717
noa.txt,1715123217,60.384212,5.339602,6,10.4,4.07,16247
noa.txt,1715123601,60.384300,5.339644,7,10.4,4.08,19840
noa.txt,1715123989,60.384514,5.339509,7,10.4,4.06,23775
noa.txt,1715124370,60.384392,5.339595,7,10.4,4.07,17359
noa.txt,1715124749,60.384506,5.339531,7,10.3,4.08,15014
noa.txt,1715125622,60.384556,5.339516,7,10.3,4.04,15068
noa.txt,1715126001,60.384521,5.339625,8,10.2,4.05,14747
noa.txt,1715126379,60.384472,5.339524,7,10.2,4.07,14694
noa.txt,1715126758,60.384480,5.339562,7,10.2,4.08,14490
noa.txt,1715127137,60.384487,5.339567,7,10.3,4.07,14760
noa.txt,1715127515,60.384449,5.339514,8,10.3,4.07,14568
noa.txt,1715127894,60.384472,5.339946,6,10.2,4.05,14490
noa.txt,1715128272,60.384392,5.339866,7,10.3,4.08,14389
noa.txt,1715128651,60.384472,5.339670,8,10.3,4.06,14863
noa.txt,1715129030,60.384449,5.339544,5,10.3,4.05,15296
noa.txt,1715129425,60.384392,5.339648,7,10.3,4.06,30309
noa.txt,1715129804,60.384392,5.339941,7,10.3,4.05,14936
noa.txt,1715130183,60.384480,5.339472,8,10.3,4.07,14697
noa.txt,1715130561,60.384556,5.339376,7,10.3,4.05,14492
noa.txt,1715130943,60.384472,5.339561,7,10.3,4.05,17985
noa.txt,1715131321,60.384457,5.339612,7,10.2,4.07,14994
noa.txt,1715131702,60.384472,5.339395,9,10.3,4.05,16010
noa.txt,1715132084,60.384392,5.339672,6,10.2,4.07,18114
noa.txt,1715132466,60.384514,5.339223,5,10.3,4.06,17979
noa.txt,1715133345,60.384487,5.339782,6,10.2,4.03,20853
noa.txt,1715133725,60.384529,5.339161,5,10.2,4.07,16155
noa.txt,1715134104,60.384472,5.339780,6,10.2,4.07,14882
noa.txt,1715134483,60.384377,5.339757,6,10.2,4.07,14838
noa.txt,1715134862,60.384457,5.339582,7,10.2,4.07,14859
noa.txt,1715135240,60.384407,5.339530,7,10.2,4.07,14692
noa.txt,1715135619,60.384480,5.339629,7,10.3,4.05,14977
noa.txt,1715135999,60.384415,5.339798,6,10.2,4.04,15757
noa.txt,1715136378,60.384480,5.339570,5,10.3,4.05,14833
noa.txt,1715136758,60.384449,5.339525,6,10.3,4.07,16098
noa.txt,1715137138,60.384480,5.339415,7,10.3,4.07,16136
noa.txt,1715137517,60.384075,5.339576,5,10.4,4.05,14976
noa.txt,1715137897,60.384556,5.339514,5,10.3,4.07,16078
noa.txt,1715138285,60.384556,5.339475,5,10.4,4.07,24175
noa.txt,1715138679,60.384472,5.339520,8,10.4,4.07,29852
noa.txt,1715139058,60.384342,5.339544,9,10.3,4.07,14892
noa.txt,1715139437,60.384422,5.339468,9,10.4,4.07,14991
noa.txt,1715139817,60.384407,5.339587,8,10.4,4.07,15467
noa.txt,1715140202,60.384392,5.340041,7,10.3,4.07,21188
noa.txt,1715140587,60.384556,5.339863,7,10.2,4.06,20628
noa.txt,1715140974,60.384377,5.339439,5,10.2,4.08,23108
noa.txt,1715141358,60.384644,5.340123,5,10.2,4.07,20670
noa.txt,1715141738,60.384422,5.339582,7,10.2,4.05,15567
noa.txt,1715142120,60.384415,5.339470,6,10.3,4.07,18086
noa.txt,1715142499,60.384384,5.339177,5,10.3,4.07,14721
noa.txt,1715142879,60.384544,5.340404,5,10.2,4.06,16030
noa.txt,1715143287,60.384487,5.339471,5,10.2,4.07,43615
noa.txt,1715143665,60.384563,5.339389,6,10.2,4.07,15197
noa.txt,1715144054,60.384529,5.339446,6,10.2,4.07,23959
noa.txt,1715144435,60.384487,5.339499,7,10.3,4.07,16744
noa.txt,1715144815,60.384415,5.339732,6,10.3,4.05,16000
noa.txt,1715145196,60.384529,5.339436,6,10.2,4.04,16984
noa.txt,1715145576,60.384449,5.339563,7,10.2,4.07,16286
noa.txt,1715145959,60.384449,5.339436,7,10.2,4.08,18618
noa.txt,1715146340,60.384457,5.339509,6,10.2,4.07,17281
noa.txt,1715146720,60.384392,5.339529,5,10.2,4.04,15595
noa.txt,1715147100,60.384480,5.339458,5,10.2,4.04,15972
noa.txt,1715147482,60.384563,5.339019,5,10.1,4.05,18241
noa.txt,1715147863,60.384457,5.339479,5,10.1,4.07,17296
noa.txt,1715148737,60.384529,5.339655,8,10.1,4.06,15703
noa.txt,1715149116,60.384480,5.339292,8,10.0,4.07,14874
noa.txt,1715149497,60.384441,5.339563,8,10.0,4.04,17946
noa.txt,1715149876,60.384529,5.339687,8,10.1,4.06,14896
noa.txt,1715150257,60.384563,5.339839,7,10.1,4.05,16086
noa.txt,1715150635,60.384563,5.339627,8,10.1,4.07,14591
noa.txt,1715151014,60.384480,5.339486,9,10.1,4.06,14791
noa.txt,1715151394,60.384487,5.339735,9,10.2,4.04,16121
noa.txt,1715151775,60.384609,5.339826,8,10.2,4.05,17640
noa.txt,1715152154,60.384487,5.339551,9,10.3,4.05,14289
noa.txt,1715152532,60.384457,5.339261,8,10.3,4.06,14491
noa.txt,1715152911,60.384514,5.339675,8,10.4,4.07,15014
noa.txt,1715153290,60.384415,5.339050,8,10.4,4.06,14983
noa.txt,1715153670,60.384529,5.339286,5,10.4,4.05,16374
noa.txt,1715154050,60.384472,5.339185,7,10.4,4.06,16841
noa.txt,1715154432,60.384544,5.339180,6,10.4,4.06,16871
noa.txt,1715154811,60.384422,5.339587,6,10.4,4.05,16015
noa.txt,1715155191,60.384521,5.338396,6,10.4,4.05,16206
noa.txt,1715155571,60.384521,5.340501,5,10.4,4.06,15766
noa.txt,1715155955,60.384472,5.339671,5,10.4,4.07,20134
noa.txt,1715156336,60.384480,5.339505,6,10.4,4.05,16948
noa.txt,1715156715,60.384514,5.340039,5,10.4,4.07,15875
noa.txt,1715157095,60.384487,5.339547,6,10.4,4.05,15553
noa.txt,1715157475,60.384384,5.339067,7,10.4,4.07,16020
noa.txt,1715157856,60.384609,5.338500,9,10.4,4.05,18318
noa.txt,1715158238,60.384472,5.339194,8,10.4,4.05,16922
noa.txt,1715158616,60.384472,5.339194,7,10.1,4.07,14492
noa.txt,1715158995,60.384457,5.339783,8,10.0,4.06,14832
noa.txt,1715159373,60.384514,5.339406,7,10.0,4.06,14385
noa.txt,1715159752,60.384480,5.339429,6,10.0,4.05,15007
noa.txt,1715160130,60.384441,5.339606,6,10.0,4.07,14894
noa.txt,1715160509,60.384422,5.339372,4,10.0,4.04,14492
noa.txt,1715160888,60.384457,5.339530,6,10.0,4.07,14834
noa.txt,1715161266,60.384506,5.339395,6,10.0,4.04,14671
noa.txt,1715161646,60.384487,5.339453,6,10.0,4.07,15373
noa.txt,1715162026,60.384487,5.339469,5,10.0,4.07,16334
noa.txt,1715162406,60.384563,5.339417,6,10.1,4.04,16250
noa.txt,1715162786,60.384449,5.339275,4,10.1,4.07,16241
noa.txt,1715163659,60.384621,5.339668,9,10.0,4.07,16715
noa.txt,1715164039,60.384563,5.339607,7,10.1,4.07,15060
noa.txt,1715164417,60.384415,5.339702,7,10.1,4.07,14895
