tidspunkt,temperatur,trykk,fukt,pm25,pm10
2022-11-06 22:31:58.103429,22.536981203252573,99188.64994504124,26.897381113816266,5,5
2022-11-06 22:32:05.014737,22.83571168313954,99188.82324775754,26.746372867546302,5,5
2022-11-06 22:32:11.938759,22.616779441592538,99189.66571469027,26.790396807088168,3,4
2022-11-06 22:32:18.777126,22.509923191194684,99187.22062232853,26.78688680278543,4,4
2022-11-06 22:32:25.692194,22.592014465752694,99185.89015521831,26.768665399248157,4,4
2022-11-06 22:32:32.615333,22.57367004229189,99185.42365142686,26.913338843851644,4,4
2022-11-06 22:32:39.452930,22.622282770207235,99186.98043631787,26.77918892658346,4,4
2022-11-06 22:32:46.369244,22.694743285688084,99187.53099413423,26.666761053224242,5,5
2022-11-06 22:32:53.326876,22.684653844367016,99188.49661410635,26.639195277414448,3,3
2022-11-06 22:33:00.131616,22.70162245068087,99186.90410992483,26.661075992092943,3,3
2022-11-06 22:33:07.049998,22.713087726489917,99186.7837600841,26.621987889158145,3,3
2022-11-06 22:33:13.993148,22.642461643817583,99185.91615233326,26.77880301301207,4,5
2022-11-06 22:33:20.809168,22.612651945286697,99187.30320323893,26.76827047647844,5,6
2022-11-06 22:33:27.722724,22.582383643108166,99184.13304118672,26.757747541674007,5,6
2022-11-06 22:33:34.635409,22.6176966630119,99184.74059661086,26.723762786135808,6,6
2022-11-06 22:33:41.484234,22.698870784639418,99186.7735160345,26.727755151870806,5,5
2022-11-06 22:33:48.404394,22.68740551010303,99186.72049339672,26.78904706003931,4,4
2022-11-06 22:33:55.316099,22.69657772965003,99189.1203433307,26.783319700836778,4,4
2022-11-06 22:34:02.157033,22.73189078103858,99189.03398501738,26.710463383156025,2,4
2022-11-06 22:34:09.074685,22.759407451207434,99187.04613438871,26.64885396105095,3,4
2022-11-06 22:34:16.023782,22.532678843601005,99186.16018202745,26.654167269203775,2,4
2022-11-06 22:34:22.832042,22.756655783924522,99187.08891489767,26.554509437100688,3,5
2022-11-06 22:34:29.771995,22.751152449536047,99189.77473248617,26.549063848961456,4,4
2022-11-06 22:34:36.669083,22.726387447714213,99188.42611554841,26.710569295117438,3,4
2022-11-06 22:34:43.507820,22.755279950305233,99186.93695298975,26.715565813070114,4,4
2022-11-06 22:34:50.433900,22.751152449536047,99186.65441851049,26.88221854921632,4,4
2022-11-06 22:34:57.340972,22.728680503237296,99186.94592927846,26.721629938281954,3,3
2022-11-06 22:35:04.184995,22.767203842163394,99185.6536527444,26.731994474799585,3,3
2022-11-06 22:35:11.098701,22.75344550550251,99185.00082615008,26.748916536312116,3,3
2022-11-06 22:35:18.014581,22.693367452733863,99186.85900568799,26.800036996169403,3,3
2022-11-06 22:35:24.859142,22.690615786869763,99187.59510498303,26.755673858381442,3,3
2022-11-06 22:35:31.776287,22.627786099058405,99186.72170368905,26.901212873105187,2,2
2022-11-06 22:35:38.697745,22.576880316207863,99184.91168006984,26.863320801427033,4,4
2022-11-06 22:35:45.534647,22.279525676562944,99184.37046827334,26.892177988757236,3,3
2022-11-06 22:35:52.445781,22.548905074787566,99186.50092283072,26.969311973008306,4,4
2022-11-06 22:35:59.369072,22.39784720322472,99185.82825168395,26.845525668589747,4,4
2022-11-06 22:36:06.242256,22.695660507665774,99186.0722450109,26.827752930599605,4,4
2022-11-06 22:36:13.125471,22.67869190214179,99183.15797366262,26.783661790089596,4,5
2022-11-06 22:36:20.049944,22.704374116781437,99186.3413356998,26.89976208203664,5,5
2022-11-06 22:36:26.889399,22.52304800743835,99186.65664652952,26.75985453714767,4,4
2022-11-06 22:36:33.801415,22.780503569007102,99184.17553459627,26.731738865927014,4,4
2022-11-06 22:36:40.717322,22.791051629209974,99184.82045069199,26.70932447659959,3,3
2022-11-06 22:36:47.560926,22.88277392846346,99185.2419295745,26.768647748193594,3,3
2022-11-06 22:36:54.484407,22.936431503979474,99183.88568183153,26.53433941140546,3,3
2022-11-06 22:37:01.389947,22.93964178698799,99184.06681813192,26.512058677279683,4,4
2022-11-06 22:37:08.233255,22.95064847219951,99183.54844183468,26.584052247390982,4,5
2022-11-06 22:37:15.153383,22.893321997088886,99182.93929965113,26.64626177453249,4,5
2022-11-06 22:37:22.070024,22.807561638227995,99181.78979931952,26.642369047681846,4,6
2022-11-06 22:37:28.913819,22.898825337586132,99182.68017263855,26.590615244668015,4,6
2022-11-06 22:37:35.827020,23.08043570665417,99182.44770630833,26.43151876597174,5,6
2022-11-06 22:37:42.764371,22.760608844165372,99182.20504278773,26.494216710070205,5,6
2022-11-06 22:37:49.591158,23.03732615129409,99180.6354426668,26.437924560798038,5,6
2022-11-06 22:37:56.511501,23.096487140548575,99181.79229857866,26.342305258173912,4,5
2022-11-06 22:38:03.432808,23.23452955508035,99181.42538687174,26.25064281254977,4,5
2022-11-06 22:38:10.262827,23.329921077964354,99180.50916579396,26.154239457654878,4,5
2022-11-06 22:38:17.179993,23.402840607311713,99179.71237063878,26.06382069158412,4,4
2022-11-06 22:38:24.100333,23.458791469298543,99178.25568812533,26.096039936393062,3,4
2022-11-06 22:38:30.940312,23.40054753971888,99178.76533949639,26.130576639323994,3,4
2022-11-06 22:38:37.862223,23.285894212420498,99179.46461530664,26.305192100473597,4,4
2022-11-06 22:38:44.775991,23.125838339157795,99178.44322353193,26.24170584198752,4,4
2022-11-06 22:38:51.618779,23.120793601418153,99175.97859808228,26.258476309223123,3,3
2022-11-06 22:38:58.538293,23.247829330451033,99176.47634185878,26.200357988664415,3,3
2022-11-06 22:39:05.447728,23.114199245328987,99176.32622249087,26.131532560395712,3,3
2022-11-06 22:39:12.300162,23.44273998999888,99176.3103430983,25.974055316153876,3,3
2022-11-06 22:39:19.239690,23.29993778486013,99175.49070965295,25.92203648785005,3,3
2022-11-06 22:39:26.191887,23.556934843625253,99175.55638965861,25.94391113665669,4,4
2022-11-06 22:39:32.974878,23.5885792186702,99176.79357871039,25.89321169602041,5,6
2022-11-06 22:39:39.889026,23.271503719372234,99175.30164807184,25.944862909667485,5,6
2022-11-06 22:39:46.803185,23.308651451353924,99176.97300657108,25.94409963800878,6,6
2022-11-06 22:39:53.643960,23.33295799786455,99177.05335000929,26.004768524278948,4,4
2022-11-06 22:40:00.568602,23.537214439942826,99177.02321844822,25.977679349932345,4,4
2022-11-06 22:40:07.489278,23.59499981745949,99176.46119273448,25.831906622215083,5,8
2022-11-06 22:40:14.327847,23.62251667305916,99176.37508318422,25.786844408728598,4,7
2022-11-06 22:40:21.241134,23.69406052528512,99177.67752972871,25.71860957016738,4,7
2022-11-06 22:40:28.157677,23.758266580538756,99177.12809508923,25.683889255809703,4,7
2022-11-06 22:40:35.001969,23.735794457538827,99177.07754690142,25.71773635808515,3,3
2022-11-06 22:40:41.916514,23.68167793261699,99175.96384042628,25.85791864209673,3,4
2022-11-06 22:40:48.834952,23.25545223357789,99175.61179266908,25.97299330030368,3,4
2022-11-06 22:40:55.678318,23.31983158660718,99174.19155722007,26.165559831291024,5,5
2022-11-06 22:41:02.595082,23.25470852515019,99175.15446564305,26.16687328390104,5,6
2022-11-06 22:41:09.512083,23.31203516201192,99174.89199620418,26.126809192189523,5,5
2022-11-06 22:41:16.354048,23.3739479586422,99175.82898096787,26.025495645657628,5,6
2022-11-06 22:41:23.273073,23.504652849810622,99174.99055496228,25.906063480205027,4,5
2022-11-06 22:41:30.180897,23.29626887282957,99173.1772595095,25.92211200365694,4,4
2022-11-06 22:41:37.031549,23.476677405744923,99173.81102035259,25.990039722556,4,4
2022-11-06 22:41:43.947225,23.469339585362203,99172.48061215761,25.945710690523434,4,4
2022-11-06 22:41:50.865229,23.18574294718061,99171.56035510181,25.918826153592487,3,3
2022-11-06 22:41:57.704675,23.1508883182095,99171.35595550122,25.936220891915074,3,3
2022-11-06 22:42:04.630350,23.42347821749463,99170.88805523147,25.96333089989137,3,3
2022-11-06 22:42:11.545240,23.489977206260104,99170.59482996337,26.000887544145236,4,4
2022-11-06 22:42:18.383235,23.494104730838725,99171.22389954614,25.978562802133524,4,5
2022-11-06 22:42:25.301712,23.50878037486218,99170.76182220192,25.96158138363249,5,5
2022-11-06 22:42:32.223526,23.50878037486218,99171.10880922123,25.922659418943503,4,5
2022-11-06 22:42:39.064397,23.524831862438244,99172.18650887677,25.966812405462136,3,4
2022-11-06 22:42:45.977690,23.354971477930203,99171.50168024194,25.754068161243932,3,4
2022-11-06 22:42:52.928354,23.32516155791525,99172.20221137498,25.799177768685922,4,4
2022-11-06 22:42:59.740991,23.088802131437937,99171.29138774297,25.765754391135076,4,5
2022-11-06 22:43:06.654286,23.65186799221483,99171.80622767724,25.780671959530522,3,4
2022-11-06 22:43:13.569026,23.407253508249678,99173.9751654191,25.736292529231484,4,4
2022-11-06 22:43:20.421714,23.33295799786455,99172.8892139605,25.799015786009846,4,4
2022-11-06 22:43:27.332985,23.31048590753342,99173.01145690476,25.777239140000148,4,4
2022-11-06 22:43:34.243467,23.526666318289312,99172.04199273346,25.827762140090513,4,4
2022-11-06 22:43:41.089505,23.300396398871342,99173.11233763491,25.799692227458145,2,2
2022-11-06 22:43:48.004421,23.317365118440527,99173.07673203106,25.86607010458732,2,2
2022-11-06 22:43:54.924797,23.5486797905515,99171.34870892047,25.838427436655802,1,1
2022-11-06 22:44:01.768776,23.501442552640256,99170.99286802231,25.9450513325913,2,2
2022-11-06 22:44:08.682843,23.49181166161196,99171.66476089405,25.889647400501115,3,3
2022-11-06 22:44:15.597642,23.262331441529145,99171.51334442303,25.878328125068737,4,4
2022-11-06 22:44:22.444880,23.256369461283377,99172.243214747,25.856210051026036,4,4
2022-11-06 22:44:29.360418,23.22380788176106,99172.9863060607,25.851323214963244,4,4
2022-11-06 22:44:36.275607,23.495021958540928,99169.24324906265,25.9285027034648,4,4
2022-11-06 22:44:43.119044,23.485849681814496,99170.13925191965,25.873089816455963,4,4
2022-11-06 22:44:50.033169,23.503277008156328,99170.15439187955,25.828246858135326,4,4
2022-11-06 22:44:56.952114,23.481263543697604,99169.80654327804,25.90654530251984,3,3
2022-11-06 22:45:03.795255,22.99707934216892,99168.97500055446,25.91222815202538,3,3
2022-11-06 22:45:10.716507,23.198125515019537,99168.59017030003,25.890772766420035,3,3
2022-11-06 22:45:17.626887,23.42531267189404,99170.22315610448,25.913257108002384,4,4
2022-11-06 22:45:24.471969,23.210966697746578,99171.74237624889,25.912747407652535,4,4
2022-11-06 22:45:31.385615,23.26737619426156,99170.16173996207,25.894905029154025,4,4
2022-11-06 22:45:38.306866,23.489518592426247,99170.54421014122,25.850773067324592,4,4
2022-11-06 22:45:45.147218,23.301313626898686,99171.3050812613,25.894205142834682,4,5
2022-11-06 22:45:52.068873,23.52024572292553,99170.29234970096,25.911302641826534,3,4
2022-11-06 22:45:58.978016,23.49869086941542,99168.95423491522,25.883945224471706,4,5
2022-11-06 22:46:05.827678,23.261872827654233,99169.72780434655,25.945060753329834,3,4
2022-11-06 22:46:12.776490,23.461543151666184,99169.017779704,25.94031091492726,3,3
2022-11-06 22:46:19.673300,23.54501087824506,99169.72926159082,25.866307100735593,2,2
2022-11-06 22:46:26.496540,23.617471915756663,99168.87771803807,25.848124842136258,3,3
2022-11-06 22:46:33.407192,23.312320363739186,99169.74390066907,25.832809624187444,2,2
2022-11-06 22:46:40.335040,23.51565958357703,99167.8777221537,25.861353235086593,3,3
2022-11-06 22:46:47.170294,23.501901166516813,99168.26761322387,25.850516919558974,3,4
2022-11-06 22:46:54.096621,23.53813166795375,99170.35799304696,25.866449286776373,3,4
2022-11-06 22:47:01.039156,23.32332710152556,99168.7031699889,25.832581530454757,3,3
2022-11-06 22:47:07.859248,23.55831068585594,99168.59462913882,25.832667068225398,2,2
2022-11-06 22:47:14.771184,23.26691758036858,99169.24365626836,25.87267307997921,2,2
2022-11-06 22:47:21.752155,23.45191226363808,99166.74038345055,25.92382931695841,2,2
2022-11-06 22:47:28.524684,23.43265048975443,99167.91048533609,25.857508859338047,3,3
2022-11-06 22:47:35.440993,23.38036854667217,99169.5989828487,25.930859485515878,3,3
2022-11-06 22:47:42.354373,23.345972543125164,99168.23074864577,25.95936048814309,3,3
2022-11-06 22:47:49.202751,23.321207426290904,99170.52736307653,25.982102562332678,4,4
2022-11-06 22:47:56.116256,23.075217116908973,99169.24760862289,25.94333315268442,3,4
2022-11-06 22:48:03.038698,23.051827845551916,99171.52239222398,25.993838388053483,5,5
2022-11-06 22:48:09.880020,23.022476609107716,99170.19017910093,25.99443808831387,4,4
2022-11-06 22:48:16.793255,23.230860651772854,99169.74664305625,26.017296967328278,4,4
2022-11-06 22:48:23.711521,23.203343880316606,99170.0042276484,26.101220279501007,4,4
2022-11-06 22:48:30.549219,22.97753254133787,99169.21779346954,26.08983577521104,4,6
2022-11-06 22:48:37.467922,23.191878560621277,99168.73849133121,26.045878822733144,4,5
2022-11-06 22:48:44.385769,22.899568379553298,99169.62906147985,26.096972857395453,3,5
2022-11-06 22:48:51.231044,23.12996585200166,99168.3202185935,26.10826291218839,4,5
2022-11-06 22:48:58.149477,22.845452106923776,99167.98991972738,26.125850542102963,4,5
2022-11-06 22:49:05.064712,22.840865983175636,99169.04430288814,26.198174722427044,3,3
2022-11-06 22:49:11.913918,22.871593015423848,99169.31523720312,26.125322437780675,4,4
2022-11-06 22:49:18.821789,23.106576614311827,99169.03296264254,26.17541449280381,3,3
2022-11-06 22:49:25.762806,23.110704126534962,99168.79498307726,26.141992178293577,3,3
2022-11-06 22:49:32.582918,23.082728768515928,99169.00127800292,26.159225562246036,4,4
2022-11-06 22:49:39.505802,23.116666088869874,99168.93294500673,26.102975325101173,4,4
2022-11-06 22:49:46.409572,22.86058631645774,99167.9266449001,26.15888364844184,4,4
2022-11-06 22:49:53.260465,23.092359628783598,99169.370920841,26.17570061806372,4,4
2022-11-06 22:50:00.173515,22.839948758445715,99167.03550405354,26.209305542326664,4,4
2022-11-06 22:50:07.098076,22.880765265284815,99168.59369059927,26.125137108125394,4,4
2022-11-06 22:50:13.935877,23.088232117151634,99167.18108555139,26.142445593808244,4,4
2022-11-06 22:50:20.850223,23.110704126534962,99169.48865525993,26.16421837342999,4,4
2022-11-06 22:50:27.767310,22.899568379553298,99170.84302521136,26.10252973061024,4,4
2022-11-06 22:50:34.611589,23.126296951689437,99169.64937847602,26.125007368127037,4,5
2022-11-06 22:50:41.528639,23.133634752418985,99168.55184681049,26.13041586975784,4,4
2022-11-06 22:50:48.451710,22.826190388285106,99168.81131421817,26.204025587190955,4,4
2022-11-06 22:50:55.287399,22.807845897036632,99168.17321738011,26.19328198613485,4,5
2022-11-06 22:51:02.289411,23.0134783183923,99167.59814448316,26.243955006579082,4,5
2022-11-06 22:51:09.117655,22.776201655808293,99168.32088433641,26.227251495064994,4,5
2022-11-06 22:51:15.965943,23.029071131710204,99167.06550684893,26.23253158441803,3,4
2022-11-06 22:51:22.881248,22.81380785640419,99166.92398417645,26.193162205574918,4,5
2022-11-06 22:51:29.793559,22.77253275878035,99166.18181029189,26.227324993248985,4,4
2022-11-06 22:51:36.640514,22.508197983447165,99167.38500727188,26.244496293995915,4,4
2022-11-06 22:51:43.553947,22.73767824225664,99166.49504961004,26.31690654810693,4,4
2022-11-06 22:51:50.466806,22.99421661044398,99166.16506696644,26.277672637622175,3,3
2022-11-06 22:51:57.319108,22.741805750297235,99167.64434495944,26.327934793712803,4,4
2022-11-06 22:52:04.230307,22.709702913487458,99167.39419607124,26.311907973756778,4,5
2022-11-06 22:52:11.152593,22.982751309469087,99168.19367719608,26.294567116040785,4,5
2022-11-06 22:52:17.987869,22.808304509285822,99168.05044548225,26.22660827997574,4,5
2022-11-06 22:52:24.908295,23.05842231487014,99167.35817599855,26.265279381588712,4,5
2022-11-06 22:52:31.820770,22.85141406804186,99168.64814571802,26.203519124426425,5,5
2022-11-06 22:52:38.669457,23.081352931393948,99169.02279066418,26.153696989352454,5,5
2022-11-06 22:52:45.583546,23.078142644833473,99169.18859309253,26.192655369072487,4,4
2022-11-06 22:52:52.509448,22.80692867254318,99167.3644442872,26.176540318652496,3,3
2022-11-06 22:52:59.340096,22.78078777724101,99166.74642831515,27.73796633497079,3,3
2022-11-06 22:53:06.261176,23.036408926869605,99167.87565488215,26.510162814350124,3,3
2022-11-06 22:53:13.178771,23.095111303278806,99167.0734939584,26.314551928970605,4,4
2022-11-06 22:53:20.021242,22.86425521600801,99168.50511897451,26.21437403644839,4,4
2022-11-06 22:53:26.937895,22.839948758445715,99166.51526819772,26.209305542326664,4,4
2022-11-06 22:53:33.846013,22.886268615516688,99166.59996106342,26.21393226092257,4,5
2022-11-06 22:53:40.699046,23.107493839238806,99165.8392976281,26.158726535091066,3,4
2022-11-06 22:53:47.613035,23.04879145715436,99166.46828519413,26.215468885865427,4,5
2022-11-06 22:53:54.531024,23.032740029237356,99166.4301614198,26.204679210932802,3,4
2022-11-06 22:54:01.373526,22.781246389393313,99166.10345936309,26.221594766880322,4,4
2022-11-06 22:54:08.298416,23.02173333697119,99166.25536135925,26.204900109913886,4,4
2022-11-06 22:54:15.217825,22.755564111393213,99166.56249381353,26.22210944551829,5,5
2022-11-06 22:54:22.051720,22.97082739754394,99166.70374339496,26.228142492978318,5,6
2022-11-06 22:54:28.968110,22.702823735217944,99167.67495593971,26.250940871170542,6,6
2022-11-06 22:54:35.890211,22.664300343736695,99166.54225310043,26.296147342278164,5,6
2022-11-06 22:54:42.722885,22.88552559845591,99166.47449464019,26.35204696121009,4,4
2022-11-06 22:54:49.637359,22.84562638935149,99166.05640416956,26.402823011645054,5,5
2022-11-06 22:54:56.562327,22.825447483732486,99165.90861670271,26.403221240143996,4,5
2022-11-06 22:55:03.400403,22.83874721662421,99167.20383483525,26.391851104041958,3,4
2022-11-06 22:55:10.322266,22.627152798639113,99166.60150072273,26.40241565476742,3,4
2022-11-06 22:55:17.238958,22.641369759070464,99165.91746742005,26.396580795183848,3,4
2022-11-06 22:55:24.079318,22.63449058447114,99165.85137875318,26.3689458749334,3,3
2022-11-06 22:55:30.996833,22.615687509118167,99166.37572970947,26.39153402360214,3,3
2022-11-06 22:55:37.915270,22.605598055188725,99166.4752266934,26.36396373576977,4,4
2022-11-06 22:55:44.759502,22.605598055188725,99167.8621674248,26.375071603086155,5,5
2022-11-06 22:55:51.678255,22.587712206994404,99167.96754503703,26.347656372900314,4,4
2022-11-06 22:55:58.597792,22.59780165951489,99167.52136965738,26.347456402806127,3,3
2022-11-06 22:56:05.442824,22.59550860205408,99167.61489551264,26.34750185220458,4,4
2022-11-06 22:56:12.345961,22.877270588655914,99166.776612181,26.324439271205197,4,4
2022-11-06 22:56:19.268044,22.66292450854095,99167.08385195221,26.301729270639292,4,4
2022-11-06 22:56:26.111836,22.71245458489872,99166.4843043967,26.261858439632263,3,3
2022-11-06 22:56:33.029101,22.94147623445756,99166.93077472964,26.267614844165074,3,3
2022-11-06 22:56:39.944521,22.924048984557498,99166.56701247465,26.27907218658008,3,3
2022-11-06 22:56:46.785693,22.66796923766427,99167.12073923089,26.32384709912266,3,4
2022-11-06 22:56:53.705525,22.664758955471896,99166.76627018054,26.329465386098953,3,4
2022-11-06 22:57:00.619888,22.90845618402532,99165.01871964404,26.312710645393974,3,4
2022-11-06 22:57:07.464151,22.922214537337535,99167.23137344354,26.29021822549003,2,3
2022-11-06 22:57:14.381055,22.94147623445756,99164.6767585911,26.273169762066768,2,3
2022-11-06 22:57:21.304188,22.93230399737247,99166.61156988765,26.284462402472826,3,5
2022-11-06 22:57:28.141900,22.694110109940304,99166.01930728997,26.256669883450034,3,5
2022-11-06 22:57:35.058393,22.919462866556856,99164.84696533275,26.26249943972295,3,5
2022-11-06 22:57:41.973284,22.666134790687344,99164.14412167571,26.273892475586614,3,3
2022-11-06 22:57:48.820364,22.677600084724183,99165.23666880428,26.268109088839477,3,3
2022-11-06 22:57:55.742058,22.64412142901365,99165.70117579648,26.290994680183047,3,3
2022-11-06 22:58:02.650889,22.637242254266532,99165.46171877215,26.32445748928382,4,4
2022-11-06 22:58:09.490192,22.882315316803798,99164.90640014209,26.291012946327985,4,4
2022-11-06 22:58:16.418155,22.9125836898638,99165.30107576898,26.30707395966561,3,4
2022-11-06 22:58:23.328237,22.72988183854287,99165.46085292136,26.244844848244686,4,4
2022-11-06 22:58:30.170721,22.984127145531883,99165.57128263684,26.205654679384732,2,2
2022-11-06 22:58:37.091808,22.747309094558275,99163.91712005186,26.26116228130566,2,2
2022-11-06 22:58:43.999849,22.967617113753757,99164.6153835268,26.250427540581033,3,3
2022-11-06 22:58:50.847921,22.755564111393213,99162.22759705228,26.19988757781829,4,4
2022-11-06 22:58:57.762350,22.974037681414583,99163.7637477062,26.189191141860753,3,3
2022-11-06 22:59:04.679269,22.929552326375028,99163.53360912966,26.245633474556907,3,3
2022-11-06 22:59:11.523214,22.936431503979474,99162.90606943241,26.23994102454803,3,3
2022-11-06 22:59:18.442277,22.712913196806344,99163.41396025181,26.278514305399625,2,2
2022-11-06 22:59:25.355106,22.959362098662776,99161.97006278163,26.20059627003525,3,3
2022-11-06 22:59:32.200215,22.491687951373454,99164.00160306842,26.111499090157874,3,3
2022-11-06 22:59:39.114320,23.004764688247345,99161.95434145794,26.155240196131537,3,3
2022-11-06 22:59:46.030804,23.05796370258154,99162.79893774277,26.081938354158467,3,3
2022-11-06 22:59:52.874289,22.769322473967115,99163.39979143972,26.166277625265856,3,3
2022-11-06 22:59:59.790598,22.953858755564376,99162.05600763988,26.200706694845305,3,3
2022-11-06 23:00:06.707098,22.93872456326306,99160.73185356728,26.21767531314378,2,2
2022-11-06 23:00:13.561193,22.92359037275004,99160.79475641361,26.262417036081548,3,3
2022-11-06 23:00:20.471650,22.9006597844711,99161.38383827796,26.362855824415846,3,3
2022-11-06 23:00:27.388774,22.842416108699446,99160.32754753233,26.319577458821502,2,2
2022-11-06 23:00:34.237147,22.862136405404453,99159.38428702245,26.324739849646996,3,4
2022-11-06 23:00:41.143527,22.944686517592526,99158.78930419013,26.728580729894684,4,4
2022-11-06 23:00:48.059809,22.940559010719493,99160.24084814113,26.36206540357166,4,5
2022-11-06 23:00:54.904288,22.974496293402673,99158.78601652694,26.316952154737443,5,5
2022-11-06 23:01:01.835546,22.99742689490087,99159.410262181,26.26649780054216,4,4
2022-11-06 23:01:08.738114,22.988713265847945,99161.74276490477,26.26111647355478,3,3
2022-11-06 23:01:15.585859,23.017147215472786,99161.76081945533,26.17721369223564,3,3
2022-11-06 23:01:22.500915,22.99742689490087,99159.58365836288,26.18316577988906,3,3
2022-11-06 23:01:29.404824,22.94606235324643,99158.59443001941,26.25085837982189,3,3
2022-11-06 23:01:36.254144,22.90753896052372,99159.7160665418,26.29051057076358,3,3
2022-11-06 23:01:43.177845,22.676224249385573,99159.53657311786,26.25699049017871,3,3
2022-11-06 23:01:50.078460,22.97770657736528,99160.3541868077,26.27800202501279,3,3
2022-11-06 23:01:56.926237,22.987337429735884,99159.33674032558,26.27225458739309,3,3
2022-11-06 23:02:03.844184,22.762443292495423,99158.13197531742,26.33307996058143,3,3
2022-11-06 23:02:10.760612,22.733092122367534,99157.6659007594,26.31144265146513,3,3
2022-11-06 23:02:17.604583,22.731716286432825,99157.16722468496,26.222587252388927,3,3
2022-11-06 23:02:24.531309,22.74272297432432,99156.99522945682,26.200145310710006,3,3
2022-11-06 23:02:31.441016,22.974037681414583,99155.78772652763,26.23918871557792,5,5
2022-11-06 23:02:38.281509,22.73584379428129,99155.71559539835,26.22805983844165,5,5
2022-11-06 23:02:45.190769,22.716123480205695,99156.31271219457,26.21734449160055,4,4
2022-11-06 23:02:52.116997,22.93459705658216,99155.42138923483,26.245532619762717,4,4
2022-11-06 23:02:58.961258,22.697779004721795,99155.67454686746,26.234376919156652,4,4
2022-11-06 23:03:05.872822,22.71933376368551,99156.4937424227,26.206169845118104,3,3
2022-11-06 23:03:12.786641,22.957527650937035,99155.52553763206,26.267294439933316,3,3
2022-11-06 23:03:19.631745,22.719792375617764,99154.98387510047,26.256156813771696,3,3
2022-11-06 23:03:26.549327,23.00338885196286,99154.17296546721,26.26637873723952,3,3
2022-11-06 23:03:33.466219,22.814266468674727,99154.48932569519,26.21537690286993,3,3
2022-11-06 23:03:40.304517,23.13455197753974,99155.12617377476,26.16929464186948,4,4
2022-11-06 23:03:47.223799,22.943136581759248,99155.53508861891,26.1627766729359,2,2
2022-11-06 23:03:54.145777,23.203343880316606,99156.47627140909,26.123449894632323,3,3
2022-11-06 23:04:00.985921,23.20838862130769,99157.03312097551,26.034427867043284,4,4
