temperatur,trykk,fuktighet,datetime
40.775787353515625,1026.600830078125,28.750167846679688,2022-11-01 21:48:19.395688
40.72045135498047,1026.568603515625,28.445592880249023,2022-11-01 21:48:26.129012
40.92335510253906,1026.618896484375,28.543285369873047,2022-11-01 21:48:34.392518
40.73889923095703,1026.556884765625,28.646726608276367,2022-11-01 21:50:58.685440
